1	1	26
2	1	20
3	1	11
4	1	29
5	1	3
6	1	17
7	1	15
8	1	23
9	1	24
10	1	21
11	2	13
12	2	9
13	2	17
14	2	25
15	2	14
16	2	18
17	2	8
18	2	29
19	2	7
20	2	20
21	3	4
22	3	17
23	3	7
24	3	14
25	3	28
26	3	10
27	3	12
28	3	2
29	3	21
30	3	16
31	4	2
32	4	26
33	4	30
34	4	13
35	4	22
36	4	3
37	4	18
38	4	28
39	4	7
40	4	19
41	5	3
42	5	26
43	5	4
44	5	6
45	5	9
46	5	8
47	5	28
48	5	20
49	5	13
50	5	16
51	6	21
52	6	26
53	6	24
54	6	7
55	6	29
56	6	27
57	6	14
58	6	18
59	6	11
60	6	3
61	7	10
62	7	8
63	7	14
64	7	24
65	7	2
66	7	3
67	7	9
68	7	30
69	7	23
70	7	16
71	8	24
72	8	6
73	8	4
74	8	30
75	8	22
76	8	26
77	8	2
78	8	17
79	8	13
80	8	12
81	9	28
82	9	22
83	9	23
84	9	10
85	9	3
86	9	19
87	9	21
88	9	27
89	9	14
90	9	13
91	10	12
92	10	3
93	10	15
94	10	6
95	10	24
96	10	26
97	10	22
98	10	27
99	10	23
100	10	8
101	11	10
102	11	21
103	11	19
104	11	23
105	11	12
106	11	1
107	11	18
108	11	17
109	11	3
110	11	22
111	12	14
112	12	17
113	12	16
114	12	18
115	12	2
116	12	4
117	12	5
118	12	13
119	12	3
120	12	29
121	13	10
122	13	1
123	13	6
124	13	22
125	13	27
126	13	20
127	13	14
128	13	24
129	13	3
130	13	16
131	14	24
132	14	16
133	14	28
134	14	20
135	14	15
136	14	7
137	14	27
138	14	8
139	14	23
140	14	22
141	15	30
142	15	17
143	15	16
144	15	14
145	15	25
146	15	1
147	15	6
148	15	11
149	15	26
150	15	12
151	16	12
152	16	27
153	16	29
154	16	14
155	16	4
156	16	20
157	16	7
158	16	15
159	16	13
160	16	28
161	17	12
162	17	19
163	17	4
164	17	22
165	17	20
166	17	28
167	17	29
168	17	23
169	17	15
170	17	30
171	18	26
172	18	30
173	18	25
174	18	10
175	18	23
176	18	11
177	18	22
178	18	16
179	18	2
180	18	1
181	19	9
182	19	11
183	19	4
184	19	16
185	19	22
186	19	12
187	19	18
188	19	2
189	19	13
190	19	15
191	20	18
192	20	22
193	20	24
194	20	29
195	20	23
196	20	2
197	20	1
198	20	10
199	20	11
200	20	13
201	21	24
202	21	26
203	21	30
204	21	3
205	21	14
206	21	25
207	21	4
208	21	7
209	21	9
210	21	6
211	22	27
212	22	14
213	22	6
214	22	23
215	22	21
216	22	8
217	22	30
218	22	4
219	22	24
220	22	7
221	23	4
222	23	13
223	23	20
224	23	2
225	23	29
226	23	10
227	23	3
228	23	15
229	23	21
230	23	22
231	24	17
232	24	27
233	24	3
234	24	21
235	24	30
236	24	28
237	24	6
238	24	22
239	24	9
240	24	15
241	25	12
242	25	4
243	25	21
244	25	11
245	25	9
246	25	19
247	25	16
248	25	20
249	25	5
250	25	26
251	26	7
252	26	19
253	26	2
254	26	3
255	26	23
256	26	8
257	26	1
258	26	28
259	26	15
260	26	14
261	27	24
262	27	20
263	27	7
264	27	13
265	27	26
266	27	9
267	27	29
268	27	17
269	27	14
270	27	3
271	28	29
272	28	23
273	28	17
274	28	10
275	28	8
276	28	27
277	28	21
278	28	18
279	28	11
280	28	30
281	29	27
282	29	9
283	29	2
284	29	3
285	29	28
286	29	25
287	29	21
288	29	18
289	29	19
290	29	14
291	30	20
292	30	3
293	30	12
294	30	29
295	30	16
296	30	26
297	30	28
298	30	6
299	30	1
300	30	4
\.


