1	21	1
2	26	1
3	29	1
4	17	1
5	15	2
6	24	2
7	1	3
8	26	3
9	21	3
10	15	4
11	23	4
12	11	4
13	3	4
14	15	5
15	29	5
16	3	5
17	26	6
18	23	6
19	3	7
20	11	7
21	2	8
22	8	8
23	7	9
24	29	10
25	9	10
26	2	10
27	17	11
28	9	11
29	25	11
30	13	11
31	2	12
32	14	12
33	20	12
34	17	13
35	13	13
36	8	14
37	9	14
38	29	14
39	18	15
40	9	15
41	17	15
42	8	16
43	18	16
44	2	16
45	20	17
46	25	17
47	9	17
48	17	18
49	13	19
50	17	19
51	14	19
52	16	21
53	4	21
54	7	21
55	17	22
56	28	23
57	7	23
58	3	23
59	4	23
60	21	25
61	10	25
62	17	25
63	22	26
64	2	26
65	28	26
66	4	27
67	7	27
68	3	28
69	28	28
70	26	28
71	30	28
72	3	29
73	2	29
74	26	29
75	7	29
76	18	30
77	26	31
78	4	31
79	30	31
80	18	31
81	19	32
82	2	32
83	3	33
84	7	35
85	28	36
86	26	36
87	13	36
88	4	36
89	3	37
90	5	37
91	4	39
92	28	39
93	26	41
94	28	41
95	6	41
96	4	41
97	18	42
98	11	42
99	7	42
100	6	44
101	18	44
102	26	46
103	18	47
104	3	47
105	18	48
106	14	51
107	3	52
108	24	52
109	6	52
110	7	52
111	8	54
112	9	54
113	8	55
114	2	56
115	8	56
116	7	56
117	16	57
118	8	58
119	23	58
120	8	59
121	14	60
122	16	60
123	30	60
124	7	60
125	3	61
126	17	64
127	6	65
128	22	65
129	4	65
130	6	67
131	17	67
132	8	67
133	30	67
134	8	69
135	22	69
136	13	69
137	30	70
138	13	71
139	19	72
140	13	73
141	14	73
142	22	73
143	21	73
144	21	75
145	14	75
146	10	76
147	28	76
148	23	77
149	19	77
150	22	77
151	21	77
152	27	78
153	15	78
154	24	79
155	12	79
156	3	79
157	22	79
158	22	80
159	6	80
160	8	80
161	10	80
162	24	81
163	15	81
164	23	81
165	26	81
166	24	82
167	23	83
168	12	83
169	26	83
170	10	83
171	22	85
172	18	86
173	10	86
174	23	87
175	12	89
176	18	89
177	11	89
178	21	90
179	22	93
180	12	93
181	23	93
182	29	94
183	2	94
184	4	94
185	29	95
186	14	96
187	18	96
188	5	96
189	2	97
190	4	97
191	12	97
192	3	98
193	14	98
194	4	98
195	13	99
196	3	100
197	12	102
198	14	104
199	22	104
200	1	105
201	24	106
202	22	107
203	3	107
204	1	107
205	6	108
206	24	108
207	10	109
208	3	109
209	3	110
210	6	111
211	16	111
212	1	111
213	3	112
214	1	112
215	22	113
216	24	113
217	15	114
218	27	114
219	28	116
220	22	116
221	16	116
222	23	117
223	22	117
224	28	117
225	8	119
226	7	119
227	14	119
228	23	120
229	22	120
230	7	121
231	8	121
232	28	121
233	26	122
234	30	122
235	14	122
236	6	123
237	25	123
238	30	123
239	25	124
240	6	125
241	16	125
242	25	125
243	17	126
244	30	126
245	1	126
246	6	126
247	25	127
248	15	127
249	17	127
250	6	127
251	25	128
252	14	129
253	1	129
254	17	129
255	15	129
256	14	130
257	20	131
258	12	131
259	29	134
260	28	134
261	7	134
262	13	134
263	27	135
264	7	135
265	15	135
266	4	136
267	16	136
268	14	136
269	20	136
270	16	137
271	28	138
272	20	138
273	14	138
274	14	139
275	20	139
276	7	139
277	27	139
278	29	140
279	27	141
280	15	141
281	14	142
282	15	142
283	7	142
284	16	142
285	17	144
286	19	145
287	22	145
288	17	146
289	23	146
290	22	146
291	20	147
292	4	147
293	23	147
294	30	147
295	29	148
296	12	149
297	15	149
298	22	149
299	17	149
300	20	150
301	17	151
302	19	151
303	28	152
304	20	152
305	30	153
306	22	153
307	16	154
308	1	154
309	22	155
310	26	156
311	22	157
312	1	157
313	26	157
314	22	158
315	18	159
316	11	159
317	16	159
318	13	160
319	4	161
320	9	161
321	16	161
322	2	162
323	19	162
324	9	162
325	13	163
326	4	163
327	19	163
328	13	164
329	12	164
330	9	165
331	2	165
332	13	165
333	4	165
334	20	166
335	18	166
336	22	166
337	23	166
338	29	169
339	11	169
340	10	169
341	22	169
342	24	170
343	10	170
344	29	170
345	23	170
346	22	171
347	11	171
348	20	171
349	13	171
350	26	173
351	9	173
352	9	174
353	6	174
354	26	174
355	4	175
356	14	175
357	6	178
358	24	178
359	9	179
360	4	179
361	14	180
362	21	180
363	4	180
364	24	180
365	4	181
366	24	181
367	21	181
368	30	181
369	27	182
370	6	182
371	30	182
372	8	182
373	27	183
374	27	185
375	14	185
376	22	185
377	24	186
378	14	186
379	4	186
380	27	189
381	7	189
382	6	190
383	4	190
384	7	190
385	15	191
386	21	191
387	3	191
388	29	192
389	13	194
390	15	194
391	15	195
392	21	195
393	2	195
394	21	197
395	29	197
396	20	197
397	3	197
398	23	198
399	2	198
400	27	199
401	9	199
402	27	200
403	30	200
404	6	200
405	3	201
406	27	202
407	22	203
408	15	204
409	30	205
410	9	206
411	27	206
412	5	208
413	16	209
414	19	209
415	21	209
416	9	210
417	4	210
418	26	210
419	20	210
420	20	212
421	16	212
422	11	212
423	26	213
424	11	213
425	4	213
426	21	213
427	26	214
428	16	214
429	4	214
430	21	215
431	11	215
432	16	216
433	3	220
434	2	220
435	26	222
436	15	222
437	19	222
438	2	223
439	14	223
440	15	223
441	1	223
442	7	224
