1	1	1
2	21	1
3	15	1
4	3	1
5	26	1
6	11	4
7	1	4
8	26	5
9	15	5
10	11	5
11	21	5
12	26	6
13	21	6
14	15	6
15	29	6
16	23	6
17	20	7
18	3	7
19	29	7
20	17	8
21	20	8
22	23	8
23	21	8
24	1	8
25	24	9
26	20	9
27	21	9
28	1	10
29	20	10
30	21	13
31	23	13
32	20	13
33	3	13
34	24	13
35	24	14
36	21	14
37	15	15
38	23	16
39	26	16
40	21	16
41	23	17
42	29	17
43	11	18
44	23	18
45	24	18
46	26	19
47	21	19
48	21	20
49	20	21
50	17	21
51	9	22
52	20	22
53	14	24
54	20	25
55	9	25
56	25	25
57	13	25
58	14	25
59	18	27
60	7	28
61	20	28
62	9	28
63	9	29
64	18	29
65	29	29
66	7	29
67	20	30
68	29	31
69	25	31
70	7	31
71	13	31
72	17	32
73	25	32
74	9	32
75	18	33
76	9	34
77	29	34
78	20	34
79	2	34
80	25	35
81	8	35
82	7	35
83	9	35
84	18	35
85	25	36
86	8	36
87	2	36
88	14	36
89	13	36
90	29	37
91	13	37
92	7	37
93	25	38
94	7	38
95	18	38
96	2	38
97	20	38
98	7	40
99	2	40
100	29	40
101	9	40
102	18	40
103	9	41
104	8	41
105	25	41
106	17	41
107	14	41
108	18	42
109	2	42
110	29	42
111	13	42
112	14	42
113	13	43
114	8	43
115	8	44
116	2	44
117	2	45
118	17	45
119	25	46
120	2	46
121	8	47
122	14	47
123	17	47
124	13	47
125	7	47
126	2	48
127	20	50
128	17	50
129	13	50
130	9	50
131	25	51
132	8	51
133	29	52
134	17	52
135	8	52
136	20	52
137	2	52
138	18	53
139	2	53
140	17	53
141	13	53
142	8	53
143	2	55
144	29	55
145	8	56
146	17	56
147	9	56
148	25	56
149	29	56
150	13	58
151	7	60
152	7	61
153	17	63
154	9	63
155	25	63
156	29	63
157	18	63
158	2	64
159	13	64
160	2	65
161	14	65
162	7	67
163	17	68
164	21	68
165	17	69
166	28	69
167	14	69
168	7	70
169	21	70
170	14	70
171	16	71
172	3	71
173	16	72
174	17	72
175	14	72
176	7	72
177	12	72
178	12	73
179	2	73
180	4	73
181	7	76
182	16	76
183	3	76
184	4	77
185	14	78
186	21	80
187	21	81
188	17	81
189	3	81
190	28	82
191	12	82
192	16	83
193	4	83
194	10	83
195	14	84
196	28	84
197	3	84
198	16	85
199	3	85
200	2	85
201	7	85
202	28	85
203	16	88
204	4	90
205	3	90
206	7	90
207	16	90
208	14	90
209	3	91
210	14	94
211	28	94
212	17	95
213	4	95
214	7	95
215	3	95
216	2	95
217	16	96
218	7	96
219	17	97
220	3	97
221	10	97
222	16	97
223	14	98
224	10	99
225	12	99
226	16	100
227	28	100
228	4	102
229	26	102
230	18	102
231	22	102
232	26	103
233	22	103
234	13	103
235	2	104
236	18	104
237	4	104
238	7	104
239	28	105
240	7	105
241	18	105
242	19	105
243	3	105
244	18	106
245	13	107
246	7	108
247	22	108
248	18	111
249	22	111
250	2	111
251	7	111
252	28	111
253	7	112
254	18	112
255	28	112
256	19	112
257	2	112
258	19	113
259	22	113
260	2	113
261	4	114
262	26	114
263	22	114
264	13	114
265	3	114
266	4	115
267	2	115
268	26	116
269	28	116
270	30	116
271	18	116
272	22	116
273	13	117
274	18	117
275	30	117
276	7	117
277	26	118
278	30	118
279	7	118
280	2	118
281	22	118
282	4	119
283	18	119
284	18	120
285	26	120
286	7	121
287	19	121
288	13	121
289	28	121
290	4	121
291	3	122
292	19	122
293	26	122
294	4	122
295	22	122
296	4	123
297	26	124
298	13	124
299	30	125
300	18	125
